From,To,Hop,SignalingPath,SpNotation,Attention
984,938,hop1,JAK-STAT signaling pathway,sp21,0.005991220746875
984,939,hop1,JAK-STAT signaling pathway,sp21,0.0056228271203125
984,942,hop1,JAK-STAT signaling pathway,sp21,0.0064599385828125
984,945,hop1,JAK-STAT signaling pathway,sp21,0.006136825996875
984,962,hop1,JAK-STAT signaling pathway,sp21,0.0073424279125
984,963,hop1,JAK-STAT signaling pathway,sp21,0.0067982340015625
984,966,hop1,JAK-STAT signaling pathway,sp21,0.006995188609375
984,968,hop1,JAK-STAT signaling pathway,sp21,0.0067156323984375
984,971,hop1,JAK-STAT signaling pathway,sp21,0.007269774603125
984,979,hop1,JAK-STAT signaling pathway,sp21,0.0069712318421875
984,981,hop1,JAK-STAT signaling pathway,sp21,0.0077884040265625
984,983,hop1,JAK-STAT signaling pathway,sp21,0.0073345633296875
984,985,hop1,JAK-STAT signaling pathway,sp21,0.006682033809375
984,988,hop1,JAK-STAT signaling pathway,sp21,0.0064244252703125
984,990,hop1,JAK-STAT signaling pathway,sp21,0.0072661079015625
984,1053,hop1,JAK-STAT signaling pathway,sp21,0.0047639933375
984,1054,hop1,JAK-STAT signaling pathway,sp21,0.006262229059375
984,1149,hop1,JAK-STAT signaling pathway,sp21,0.006388927878125
984,1157,hop1,JAK-STAT signaling pathway,sp21,0.0068683645984375
984,1408,hop1,JAK-STAT signaling pathway,sp21,0.0069855942640625
984,1447,hop1,JAK-STAT signaling pathway,sp21,0.0045217813359375
984,1642,hop1,JAK-STAT signaling pathway,sp21,0.0074222464625
985,425,hop1,JAK-STAT signaling pathway,sp21,0.006720031925
985,426,hop1,JAK-STAT signaling pathway,sp21,0.0076647416015625
985,428,hop1,JAK-STAT signaling pathway,sp21,0.006609411146875
985,428,hop1,PI3K-Akt signaling pathway,sp28,0.019853654828125
985,603,hop1,PI3K-Akt signaling pathway,sp28,0.0167779493828125
985,912,hop1,JAK-STAT signaling pathway,sp21,0.0054582049375
985,912,hop1,PI3K-Akt signaling pathway,sp28,0.0157170570234375
985,913,hop1,JAK-STAT signaling pathway,sp21,0.0059119471484375
985,913,hop1,PI3K-Akt signaling pathway,sp28,0.0167228342578125
985,917,hop1,JAK-STAT signaling pathway,sp21,0.008340836696875
985,918,hop1,JAK-STAT signaling pathway,sp21,0.011045633184375
985,923,hop1,JAK-STAT signaling pathway,sp21,0.0073129187796875
985,934,hop1,JAK-STAT signaling pathway,sp21,0.0071674428625
985,935,hop1,JAK-STAT signaling pathway,sp21,0.0058505808390625
985,937,hop1,JAK-STAT signaling pathway,sp21,0.006045093196875
985,940,hop1,JAK-STAT signaling pathway,sp21,0.007251287959375
985,941,hop1,JAK-STAT signaling pathway,sp21,0.0062889599109375
985,943,hop1,JAK-STAT signaling pathway,sp21,0.0059909169
985,944,hop1,JAK-STAT signaling pathway,sp21,0.007369500178125
985,964,hop1,JAK-STAT signaling pathway,sp21,0.006516141678125
985,965,hop1,JAK-STAT signaling pathway,sp21,0.0083841989140625
985,967,hop1,JAK-STAT signaling pathway,sp21,0.0063029869890625
985,969,hop1,JAK-STAT signaling pathway,sp21,0.00836633621875
985,970,hop1,JAK-STAT signaling pathway,sp21,0.007640619803125
985,972,hop1,JAK-STAT signaling pathway,sp21,0.0076289487390625
985,975,hop1,JAK-STAT signaling pathway,sp21,0.006927643075
985,976,hop1,JAK-STAT signaling pathway,sp21,0.0076057127515625
985,976,hop1,PI3K-Akt signaling pathway,sp28,0.02029846953125
985,977,hop1,JAK-STAT signaling pathway,sp21,0.0069045525296875
985,977,hop1,PI3K-Akt signaling pathway,sp28,0.018478955125
985,978,hop1,JAK-STAT signaling pathway,sp21,0.0071843172
985,978,hop1,PI3K-Akt signaling pathway,sp28,0.0192630451875
985,980,hop1,JAK-STAT signaling pathway,sp21,0.0068150722234374995
985,980,hop1,PI3K-Akt signaling pathway,sp28,0.01837966390625
985,982,hop1,JAK-STAT signaling pathway,sp21,0.006890217634375
985,984,hop1,JAK-STAT signaling pathway,sp21,0.0075940227515625
985,986,hop1,JAK-STAT signaling pathway,sp21,0.0054901467765625
985,987,hop1,JAK-STAT signaling pathway,sp21,0.00634195984375
985,989,hop1,JAK-STAT signaling pathway,sp21,0.007285478053125
985,1053,hop1,PI3K-Akt signaling pathway,sp28,0.02085033815625
985,1054,hop1,PI3K-Akt signaling pathway,sp28,0.018623359671875
985,1451,hop1,JAK-STAT signaling pathway,sp21,0.00598187260625
986,384,hop1,JAK-STAT signaling pathway,sp21,0.006551777290625
986,424,hop1,JAK-STAT signaling pathway,sp21,0.0068599474671874995
986,427,hop1,JAK-STAT signaling pathway,sp21,0.0060014347765625
986,429,hop1,JAK-STAT signaling pathway,sp21,0.0063276649765625
986,573,hop1,JAK-STAT signaling pathway,sp21,0.00559935291875
986,602,hop1,JAK-STAT signaling pathway,sp21,0.0061427623515625
986,735,hop1,JAK-STAT signaling pathway,sp21,0.00698264101875
986,736,hop1,JAK-STAT signaling pathway,sp21,0.0065158171984375
986,899,hop1,JAK-STAT signaling pathway,sp21,0.00665968916875
986,900,hop1,JAK-STAT signaling pathway,sp21,0.005957271328125
986,901,hop1,JAK-STAT signaling pathway,sp21,0.0063076140359375
986,902,hop1,JAK-STAT signaling pathway,sp21,0.00738816141875
986,903,hop1,JAK-STAT signaling pathway,sp21,0.006709737209375
986,904,hop1,JAK-STAT signaling pathway,sp21,0.006709737209375
986,905,hop1,JAK-STAT signaling pathway,sp21,0.0066415638234375
986,906,hop1,JAK-STAT signaling pathway,sp21,0.007258437725
986,907,hop1,JAK-STAT signaling pathway,sp21,0.006709737209375
986,908,hop1,JAK-STAT signaling pathway,sp21,0.0066618655171875
986,909,hop1,JAK-STAT signaling pathway,sp21,0.0066261852515625
986,910,hop1,JAK-STAT signaling pathway,sp21,0.006633385584375
986,911,hop1,JAK-STAT signaling pathway,sp21,0.00659006898125
986,914,hop1,JAK-STAT signaling pathway,sp21,0.00670968144375
986,915,hop1,JAK-STAT signaling pathway,sp21,0.00663040171875
986,916,hop1,JAK-STAT signaling pathway,sp21,0.0068726184890625
986,919,hop1,JAK-STAT signaling pathway,sp21,0.0065898123140625
986,920,hop1,JAK-STAT signaling pathway,sp21,0.006664036203125
986,921,hop1,JAK-STAT signaling pathway,sp21,0.006662598934375
986,922,hop1,JAK-STAT signaling pathway,sp21,0.00664241606875
986,933,hop1,JAK-STAT signaling pathway,sp21,0.00680588788125
986,936,hop1,JAK-STAT signaling pathway,sp21,0.0067696356328125
986,938,hop1,JAK-STAT signaling pathway,sp21,0.005982380046875
986,939,hop1,JAK-STAT signaling pathway,sp21,0.005758735765625
986,942,hop1,JAK-STAT signaling pathway,sp21,0.0063165096203125
986,945,hop1,JAK-STAT signaling pathway,sp21,0.006067035059375
986,962,hop1,JAK-STAT signaling pathway,sp21,0.007077173396875
986,963,hop1,JAK-STAT signaling pathway,sp21,0.006714132896875
986,966,hop1,JAK-STAT signaling pathway,sp21,0.00688747889375
986,968,hop1,JAK-STAT signaling pathway,sp21,0.0064981179203125
986,971,hop1,JAK-STAT signaling pathway,sp21,0.00701349636875
986,979,hop1,JAK-STAT signaling pathway,sp21,0.00685246180625
986,981,hop1,JAK-STAT signaling pathway,sp21,0.007561063984375
986,983,hop1,JAK-STAT signaling pathway,sp21,0.007069625965625
986,985,hop1,JAK-STAT signaling pathway,sp21,0.006460414103125
986,988,hop1,JAK-STAT signaling pathway,sp21,0.0062713332515625
986,990,hop1,JAK-STAT signaling pathway,sp21,0.007003792846875
986,1053,hop1,JAK-STAT signaling pathway,sp21,0.0050746532953125
986,1054,hop1,JAK-STAT signaling pathway,sp21,0.006170166384375
986,1149,hop1,JAK-STAT signaling pathway,sp21,0.00632146245
986,1157,hop1,JAK-STAT signaling pathway,sp21,0.0066234978546875
986,1408,hop1,JAK-STAT signaling pathway,sp21,0.00673963013125
986,1447,hop1,JAK-STAT signaling pathway,sp21,0.0048273452703125
986,1642,hop1,JAK-STAT signaling pathway,sp21,0.007316186978125
987,384,hop1,JAK-STAT signaling pathway,sp21,0.0067720770375
987,424,hop1,JAK-STAT signaling pathway,sp21,0.0072404169859375
987,427,hop1,JAK-STAT signaling pathway,sp21,0.005688019
987,429,hop1,JAK-STAT signaling pathway,sp21,0.0067397504953125
987,573,hop1,JAK-STAT signaling pathway,sp21,0.0051564316140625
987,602,hop1,JAK-STAT signaling pathway,sp21,0.00656348359375
987,735,hop1,JAK-STAT signaling pathway,sp21,0.0076382663625
987,736,hop1,JAK-STAT signaling pathway,sp21,0.007082236190625
987,899,hop1,JAK-STAT signaling pathway,sp21,0.007262852246875
987,900,hop1,JAK-STAT signaling pathway,sp21,0.0056368394046875
987,901,hop1,JAK-STAT signaling pathway,sp21,0.0066466569171875
987,902,hop1,JAK-STAT signaling pathway,sp21,0.007623925203125
987,903,hop1,JAK-STAT signaling pathway,sp21,0.0069569386859375
987,904,hop1,JAK-STAT signaling pathway,sp21,0.0069569386859375
987,905,hop1,JAK-STAT signaling pathway,sp21,0.0072414168765625
987,906,hop1,JAK-STAT signaling pathway,sp21,0.0071065509203125
987,907,hop1,JAK-STAT signaling pathway,sp21,0.0069569386859375
987,908,hop1,JAK-STAT signaling pathway,sp21,0.0072658287859375
987,909,hop1,JAK-STAT signaling pathway,sp21,0.007224871821875
987,910,hop1,JAK-STAT signaling pathway,sp21,0.0071692043953125
987,911,hop1,JAK-STAT signaling pathway,sp21,0.0071699307953125
987,914,hop1,JAK-STAT signaling pathway,sp21,0.0069568082828125
987,915,hop1,JAK-STAT signaling pathway,sp21,0.00722805165
987,916,hop1,JAK-STAT signaling pathway,sp21,0.0072239978453125
987,919,hop1,JAK-STAT signaling pathway,sp21,0.0071701751609375
987,920,hop1,JAK-STAT signaling pathway,sp21,0.0072682765125
987,921,hop1,JAK-STAT signaling pathway,sp21,0.0072664092796875
987,922,hop1,JAK-STAT signaling pathway,sp21,0.0072434660109375
987,933,hop1,JAK-STAT signaling pathway,sp21,0.0071618459046875
987,936,hop1,JAK-STAT signaling pathway,sp21,0.0069489802390625
987,938,hop1,JAK-STAT signaling pathway,sp21,0.006307955328125
987,939,hop1,JAK-STAT signaling pathway,sp21,0.005821603725
987,942,hop1,JAK-STAT signaling pathway,sp21,0.0067548223375
987,945,hop1,JAK-STAT signaling pathway,sp21,0.0064594452125
987,962,hop1,JAK-STAT signaling pathway,sp21,0.007697293040625
987,963,hop1,JAK-STAT signaling pathway,sp21,0.0070326032546875
987,966,hop1,JAK-STAT signaling pathway,sp21,0.0072303491984375
987,968,hop1,JAK-STAT signaling pathway,sp21,0.0070609299203125
987,971,hop1,JAK-STAT signaling pathway,sp21,0.007659844225
987,979,hop1,JAK-STAT signaling pathway,sp21,0.0072099892546875
987,981,hop1,JAK-STAT signaling pathway,sp21,0.0083037974609375
987,983,hop1,JAK-STAT signaling pathway,sp21,0.0076836607203125
987,985,hop1,JAK-STAT signaling pathway,sp21,0.00695842408125
987,988,hop1,JAK-STAT signaling pathway,sp21,0.0067374387890625
987,990,hop1,JAK-STAT signaling pathway,sp21,0.0076100832796875
987,1053,hop1,JAK-STAT signaling pathway,sp21,0.003775741978125
987,1054,hop1,JAK-STAT signaling pathway,sp21,0.00663773431875
987,1149,hop1,JAK-STAT signaling pathway,sp21,0.0066519355015625
987,1157,hop1,JAK-STAT signaling pathway,sp21,0.0071976825078125
987,1408,hop1,JAK-STAT signaling pathway,sp21,0.0073070505046875
987,1447,hop1,JAK-STAT signaling pathway,sp21,0.0033000281453125
987,1642,hop1,JAK-STAT signaling pathway,sp21,0.0074589199765625
988,425,hop1,JAK-STAT signaling pathway,sp21,0.0064577339984375
988,426,hop1,JAK-STAT signaling pathway,sp21,0.00724648288125
988,428,hop1,JAK-STAT signaling pathway,sp21,0.006978778371875
988,428,hop1,PI3K-Akt signaling pathway,sp28,0.0208720795625
988,603,hop1,PI3K-Akt signaling pathway,sp28,0.017948732078125
988,912,hop1,JAK-STAT signaling pathway,sp21,0.006004752715625
988,912,hop1,PI3K-Akt signaling pathway,sp28,0.0171918641875
988,913,hop1,JAK-STAT signaling pathway,sp21,0.0062558450390625
988,913,hop1,PI3K-Akt signaling pathway,sp28,0.017668253203125
988,917,hop1,JAK-STAT signaling pathway,sp21,0.0089682960859375
988,918,hop1,JAK-STAT signaling pathway,sp21,0.0116782953359375
988,923,hop1,JAK-STAT signaling pathway,sp21,0.00686866084375
988,934,hop1,JAK-STAT signaling pathway,sp21,0.00686818428125
988,935,hop1,JAK-STAT signaling pathway,sp21,0.006235884496875
988,937,hop1,JAK-STAT signaling pathway,sp21,0.0066041729578125005
988,940,hop1,JAK-STAT signaling pathway,sp21,0.0071717234359375
988,941,hop1,JAK-STAT signaling pathway,sp21,0.006537210125
988,943,hop1,JAK-STAT signaling pathway,sp21,0.0062028222484375
988,944,hop1,JAK-STAT signaling pathway,sp21,0.0069224099234375
988,964,hop1,JAK-STAT signaling pathway,sp21,0.006632341159375
988,965,hop1,JAK-STAT signaling pathway,sp21,0.0078485962046875
988,967,hop1,JAK-STAT signaling pathway,sp21,0.0062346375421875
988,969,hop1,JAK-STAT signaling pathway,sp21,0.0078375359796875
988,970,hop1,JAK-STAT signaling pathway,sp21,0.0076140201875
988,972,hop1,JAK-STAT signaling pathway,sp21,0.0075225612140625
988,975,hop1,JAK-STAT signaling pathway,sp21,0.0068514141125
988,976,hop1,JAK-STAT signaling pathway,sp21,0.007441954884375
988,976,hop1,PI3K-Akt signaling pathway,sp28,0.019909273703125
988,977,hop1,JAK-STAT signaling pathway,sp21,0.006724383825
988,977,hop1,PI3K-Akt signaling pathway,sp28,0.01804113071875
988,978,hop1,JAK-STAT signaling pathway,sp21,0.006762214328125
988,978,hop1,PI3K-Akt signaling pathway,sp28,0.018180372109375
988,980,hop1,JAK-STAT signaling pathway,sp21,0.006513949259375
988,980,hop1,PI3K-Akt signaling pathway,sp28,0.01761721396875
988,982,hop1,JAK-STAT signaling pathway,sp21,0.007538441925
988,984,hop1,JAK-STAT signaling pathway,sp21,0.0074655535140625
988,986,hop1,JAK-STAT signaling pathway,sp21,0.005939954490625
988,987,hop1,JAK-STAT signaling pathway,sp21,0.0067932164890625
988,989,hop1,JAK-STAT signaling pathway,sp21,0.006988211475
988,1053,hop1,PI3K-Akt signaling pathway,sp28,0.02254955153125
988,1054,hop1,PI3K-Akt signaling pathway,sp28,0.017814922375
988,1451,hop1,JAK-STAT signaling pathway,sp21,0.0062567739359375
989,384,hop1,JAK-STAT signaling pathway,sp21,0.0069031995828125
989,424,hop1,JAK-STAT signaling pathway,sp21,0.0071598547296875
989,427,hop1,JAK-STAT signaling pathway,sp21,0.0063316203484375
989,429,hop1,JAK-STAT signaling pathway,sp21,0.0065775976484375
989,573,hop1,JAK-STAT signaling pathway,sp21,0.0057768811234375
989,602,hop1,JAK-STAT signaling pathway,sp21,0.006348850234375
989,735,hop1,JAK-STAT signaling pathway,sp21,0.0066379939671875
989,736,hop1,JAK-STAT signaling pathway,sp21,0.006520679
989,899,hop1,JAK-STAT signaling pathway,sp21,0.0063469961390625
989,900,hop1,JAK-STAT signaling pathway,sp21,0.006307644571875
989,901,hop1,JAK-STAT signaling pathway,sp21,0.006599296634375
989,902,hop1,JAK-STAT signaling pathway,sp21,0.007786116796875
989,903,hop1,JAK-STAT signaling pathway,sp21,0.0070612201421875
989,904,hop1,JAK-STAT signaling pathway,sp21,0.0070612201421875
989,905,hop1,JAK-STAT signaling pathway,sp21,0.0063389929609375
989,906,hop1,JAK-STAT signaling pathway,sp21,0.0076946940046875
989,907,hop1,JAK-STAT signaling pathway,sp21,0.0070612201421875
989,908,hop1,JAK-STAT signaling pathway,sp21,0.00634828574375
989,909,hop1,JAK-STAT signaling pathway,sp21,0.006333430859375
989,910,hop1,JAK-STAT signaling pathway,sp21,0.0067469286375
989,911,hop1,JAK-STAT signaling pathway,sp21,0.0065633600328125
989,914,hop1,JAK-STAT signaling pathway,sp21,0.007061161571875
989,915,hop1,JAK-STAT signaling pathway,sp21,0.006333712796875
989,916,hop1,JAK-STAT signaling pathway,sp21,0.0071957105296875
989,919,hop1,JAK-STAT signaling pathway,sp21,0.0065571566234375
989,920,hop1,JAK-STAT signaling pathway,sp21,0.0063491605046875
989,921,hop1,JAK-STAT signaling pathway,sp21,0.0063482728015625
989,922,hop1,JAK-STAT signaling pathway,sp21,0.00633961601875
989,933,hop1,JAK-STAT signaling pathway,sp21,0.0071247218109375
989,936,hop1,JAK-STAT signaling pathway,sp21,0.007125759171875
989,938,hop1,JAK-STAT signaling pathway,sp21,0.0061958462078125
989,939,hop1,JAK-STAT signaling pathway,sp21,0.0059010200515625
989,942,hop1,JAK-STAT signaling pathway,sp21,0.006543039290625
989,945,hop1,JAK-STAT signaling pathway,sp21,0.006280469603125
989,962,hop1,JAK-STAT signaling pathway,sp21,0.0068588511421875
989,963,hop1,JAK-STAT signaling pathway,sp21,0.0070416933359375
989,966,hop1,JAK-STAT signaling pathway,sp21,0.0072132668515625
989,968,hop1,JAK-STAT signaling pathway,sp21,0.00651950584375
989,971,hop1,JAK-STAT signaling pathway,sp21,0.006712754290625
989,979,hop1,JAK-STAT signaling pathway,sp21,0.007170497771875
989,981,hop1,JAK-STAT signaling pathway,sp21,0.0070912101265625
989,983,hop1,JAK-STAT signaling pathway,sp21,0.00688207515
989,985,hop1,JAK-STAT signaling pathway,sp21,0.006540218965625
989,988,hop1,JAK-STAT signaling pathway,sp21,0.0064670356796875
989,990,hop1,JAK-STAT signaling pathway,sp21,0.0068515831249999996
989,1053,hop1,JAK-STAT signaling pathway,sp21,0.0047233790703125
989,1054,hop1,JAK-STAT signaling pathway,sp21,0.0062008891875
989,1149,hop1,JAK-STAT signaling pathway,sp21,0.0066163114953125
989,1157,hop1,JAK-STAT signaling pathway,sp21,0.006613919640625
989,1408,hop1,JAK-STAT signaling pathway,sp21,0.00675655309375
989,1447,hop1,JAK-STAT signaling pathway,sp21,0.0044056988015625
989,1642,hop1,JAK-STAT signaling pathway,sp21,0.00772829449375
990,425,hop1,JAK-STAT signaling pathway,sp21,0.0065246782109375
990,426,hop1,JAK-STAT signaling pathway,sp21,0.0074051026609375
990,428,hop1,JAK-STAT signaling pathway,sp21,0.00695006424375
990,912,hop1,JAK-STAT signaling pathway,sp21,0.005867508296875
990,913,hop1,JAK-STAT signaling pathway,sp21,0.00621913360625
990,917,hop1,JAK-STAT signaling pathway,sp21,0.0087677658125
990,918,hop1,JAK-STAT signaling pathway,sp21,0.0114805460953125
990,923,hop1,JAK-STAT signaling pathway,sp21,0.0070358781234375
990,934,hop1,JAK-STAT signaling pathway,sp21,0.0069645764421875
990,935,hop1,JAK-STAT signaling pathway,sp21,0.0061771407703125
990,937,hop1,JAK-STAT signaling pathway,sp21,0.00644406095625
990,940,hop1,JAK-STAT signaling pathway,sp21,0.0071450395703125
990,941,hop1,JAK-STAT signaling pathway,sp21,0.0065058295671875
990,943,hop1,JAK-STAT signaling pathway,sp21,0.00615541709375
990,944,hop1,JAK-STAT signaling pathway,sp21,0.0070893412828125
990,964,hop1,JAK-STAT signaling pathway,sp21,0.00660036704375
990,965,hop1,JAK-STAT signaling pathway,sp21,0.0080477008515625
990,967,hop1,JAK-STAT signaling pathway,sp21,0.0062023497796875
990,969,hop1,JAK-STAT signaling pathway,sp21,0.008034643390625
990,970,hop1,JAK-STAT signaling pathway,sp21,0.007590591884375
990,972,hop1,JAK-STAT signaling pathway,sp21,0.0074986880359375
990,975,hop1,JAK-STAT signaling pathway,sp21,0.0068236324765625
990,976,hop1,JAK-STAT signaling pathway,sp21,0.0074175366609375
990,977,hop1,JAK-STAT signaling pathway,sp21,0.00674753256875
990,978,hop1,JAK-STAT signaling pathway,sp21,0.006918511565625
990,980,hop1,JAK-STAT signaling pathway,sp21,0.0065979134734375
990,982,hop1,JAK-STAT signaling pathway,sp21,0.0073386357234375
990,984,hop1,JAK-STAT signaling pathway,sp21,0.007440197775
990,986,hop1,JAK-STAT signaling pathway,sp21,0.005877305328125
990,987,hop1,JAK-STAT signaling pathway,sp21,0.006708861521875
990,989,hop1,JAK-STAT signaling pathway,sp21,0.0070432838546875
990,1451,hop1,JAK-STAT signaling pathway,sp21,0.00622196965625
993,22,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.27182651703125
993,23,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.09790137021875
993,24,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.0989886156875
993,24,hop1,TGF-beta signaling pathway,sp39,0.030398135984375
993,1364,hop1,TGF-beta signaling pathway,sp39,0.035144223375
993,1983,hop1,TGF-beta signaling pathway,sp39,0.0249053835078125
993,1984,hop1,TGF-beta signaling pathway,sp39,0.030705420140625
993,1985,hop1,TGF-beta signaling pathway,sp39,0.025971694453125
994,21,hop1,TGF-beta signaling pathway,sp39,0.018719930046875
994,22,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.2619464021875
994,23,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.099885216296875
994,24,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.101001542015625
994,24,hop1,TGF-beta signaling pathway,sp39,0.022046735890625
994,184,hop1,TGF-beta signaling pathway,sp39,0.0209763455625
994,185,hop1,TGF-beta signaling pathway,sp39,0.017302194375
994,1364,hop1,TGF-beta signaling pathway,sp39,0.02555619334375
994,1983,hop1,TGF-beta signaling pathway,sp39,0.0162978231328125
994,1984,hop1,TGF-beta signaling pathway,sp39,0.021283868421875
994,1985,hop1,TGF-beta signaling pathway,sp39,0.0173143331875
995,22,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.265332148203125
995,23,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.098469029609375
995,24,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.09850480253125
995,24,hop1,TGF-beta signaling pathway,sp39,0.030150315671875
995,1364,hop1,TGF-beta signaling pathway,sp39,0.034630458703125
995,1983,hop1,TGF-beta signaling pathway,sp39,0.024923864953125
995,1984,hop1,TGF-beta signaling pathway,sp39,0.031716063484375
995,1985,hop1,TGF-beta signaling pathway,sp39,0.02620082478125
1001,1791,hop1,Relaxin signaling pathway,sp35,0.0341238421875
1007,1008,hop1,Neurotrophin signaling pathway,sp25,0.44799472765625
1007,1009,hop1,Neurotrophin signaling pathway,sp25,0.55200529671875
1008,1007,hop1,Neurotrophin signaling pathway,sp25,0.6177933375
1008,1009,hop1,Neurotrophin signaling pathway,sp25,0.38220669078125
1009,1007,hop1,Neurotrophin signaling pathway,sp25,0.62149246875
1009,1008,hop1,Neurotrophin signaling pathway,sp25,0.3785075571875
1012,461,hop1,Toll-like receptor signaling pathway,sp42,0.5059922775
1012,931,hop1,Toll-like receptor signaling pathway,sp42,0.49400775453125
1013,289,hop1,Toll-like receptor signaling pathway,sp42,0.24530491390625
1013,290,hop1,Toll-like receptor signaling pathway,sp42,0.25147639734375
1013,471,hop1,Toll-like receptor signaling pathway,sp42,0.25640501078125
1013,938,hop1,Toll-like receptor signaling pathway,sp42,0.24681370796875
1014,899,hop1,NOD-like receptor signaling pathway,sp24,0.0602374434375
1014,900,hop1,NOD-like receptor signaling pathway,sp24,0.04370586371875
1014,901,hop1,NOD-like receptor signaling pathway,sp24,0.057631075171875
1014,902,hop1,NOD-like receptor signaling pathway,sp24,0.056735828671875
1014,903,hop1,NOD-like receptor signaling pathway,sp24,0.05162445059375
1014,904,hop1,NOD-like receptor signaling pathway,sp24,0.05162445059375
1014,905,hop1,NOD-like receptor signaling pathway,sp24,0.060291413125
1014,906,hop1,NOD-like receptor signaling pathway,sp24,0.05137409503125
1014,907,hop1,NOD-like receptor signaling pathway,sp24,0.05162445059375
1014,908,hop1,NOD-like receptor signaling pathway,sp24,0.060232703375
1014,909,hop1,NOD-like receptor signaling pathway,sp24,0.060323828390625
1014,910,hop1,NOD-like receptor signaling pathway,sp24,0.05378210753125
1014,911,hop1,NOD-like receptor signaling pathway,sp24,0.0605822548125
1014,931,hop1,NOD-like receptor signaling pathway,sp24,0.061124280265625
1016,1491,hop1,AMPK signaling pathway,sp2,0.18805760625
1016,1491,hop1,FoxO signaling pathway,sp12,0.11749974821875
1016,1491,hop1,Insulin signaling pathway,sp20,0.18805760625
1016,1492,hop1,AMPK signaling pathway,sp2,0.1387232115625
1016,1492,hop1,FoxO signaling pathway,sp12,0.0863068851875
1016,1492,hop1,Insulin signaling pathway,sp20,0.1387232115625
1016,1495,hop1,AMPK signaling pathway,sp2,0.333427738125
1016,1495,hop1,FoxO signaling pathway,sp12,0.240931263921875
1016,1495,hop1,Insulin signaling pathway,sp20,0.333427738125
1016,1496,hop1,AMPK signaling pathway,sp2,0.18661397884375
1016,1496,hop1,FoxO signaling pathway,sp12,0.1105288564375
1016,1496,hop1,Insulin signaling pathway,sp20,0.18661397884375
1016,1499,hop1,cGMP-PKG signaling pathway,sp46,0.111751140875
1017,1491,hop1,AMPK signaling pathway,sp2,0.211300370625
1017,1491,hop1,FoxO signaling pathway,sp12,0.1439245971875
1017,1491,hop1,Insulin signaling pathway,sp20,0.211300370625
1017,1492,hop1,AMPK signaling pathway,sp2,0.11891558196875
1017,1492,hop1,FoxO signaling pathway,sp12,0.079383520546875
1017,1492,hop1,Insulin signaling pathway,sp20,0.11891558196875
1017,1495,hop1,AMPK signaling pathway,sp2,0.29998708015625
1017,1495,hop1,FoxO signaling pathway,sp12,0.217853485953125
1017,1495,hop1,Insulin signaling pathway,sp20,0.29998708015625
1017,1496,hop1,AMPK signaling pathway,sp2,0.1501187963125
1017,1496,hop1,FoxO signaling pathway,sp12,0.08649268671875
1017,1496,hop1,Insulin signaling pathway,sp20,0.1501187963125
1017,1499,hop1,cGMP-PKG signaling pathway,sp46,0.1187563409375
1021,386,hop1,PI3K-Akt signaling pathway,sp28,0.017166627796875
1021,387,hop1,PI3K-Akt signaling pathway,sp28,0.0160519698515625
1021,390,hop1,PI3K-Akt signaling pathway,sp28,0.0152326107578125
1021,391,hop1,PI3K-Akt signaling pathway,sp28,0.0113813246875
1021,392,hop1,PI3K-Akt signaling pathway,sp28,0.016506317125
1021,393,hop1,PI3K-Akt signaling pathway,sp28,0.016896096546875
1021,394,hop1,PI3K-Akt signaling pathway,sp28,0.0133854027265625
1021,395,hop1,PI3K-Akt signaling pathway,sp28,0.017835282671875
1021,396,hop1,PI3K-Akt signaling pathway,sp28,0.1468573195625
1021,397,hop1,PI3K-Akt signaling pathway,sp28,0.0131450491875
1021,398,hop1,PI3K-Akt signaling pathway,sp28,0.017516298703125
1021,399,hop1,PI3K-Akt signaling pathway,sp28,0.016675574796875
1021,400,hop1,PI3K-Akt signaling pathway,sp28,0.016319118234375
1021,401,hop1,PI3K-Akt signaling pathway,sp28,0.013975282656249999
1021,402,hop1,PI3K-Akt signaling pathway,sp28,0.009173212384375
1021,403,hop1,PI3K-Akt signaling pathway,sp28,0.01109472765
1021,1022,hop1,PI3K-Akt signaling pathway,sp28,0.016208100875
1021,1023,hop1,PI3K-Akt signaling pathway,sp28,0.0160280726328125
1021,1024,hop1,PI3K-Akt signaling pathway,sp28,0.017593371421875
1021,1025,hop1,PI3K-Akt signaling pathway,sp28,0.0137520401796875
1021,1026,hop1,PI3K-Akt signaling pathway,sp28,0.010071584421875
1021,1027,hop1,PI3K-Akt signaling pathway,sp28,0.0143739401171875
1021,1028,hop1,PI3K-Akt signaling pathway,sp28,0.014007304359375
1021,1029,hop1,PI3K-Akt signaling pathway,sp28,0.0136013732421875
1021,1030,hop1,PI3K-Akt signaling pathway,sp28,0.035882567592187505
1021,1031,hop1,PI3K-Akt signaling pathway,sp28,0.015465398078125
1021,1035,hop1,PI3K-Akt signaling pathway,sp28,0.00991352384375
