symbol,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,EKVX,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62,UO-31
JAK2,-2,0,0,1,-1,-1,-1,0,0,-1,-1,-1,0,-1,0,1,-1,-2,-1,-1,-1,-1,2,1,-1,-1,-1,-2,0,1,0,-1,-1,-1,1,0,-1,-1,1,-1,-2,-1
JAK3,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0,-1
JMJD7-PLA2G4B,0,-1,0,-1,0,0,1,0,0,-1,-1,-1,0,0,0,0,-1,-1,-1,0,1,0,0,-1,-1,1,-1,0,-1,1,0,-1,0,-1,-1,0,0,0,1,-1,-1,-2
JUN,0,-1,0,1,0,-1,0,0,0,0,0,1,0,0,0,0,-1,-1,1,0,-1,1,0,1,1,1,1,1,0,1,0,1,-1,0,1,0,0,-1,1,1,1,0
JUND,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0,-1
KAT2A,1,1,1,-1,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,-1,-1,-1,-2,0,1,1,-1,1,0,0,1,-1,0,-1,1,1,0,0,-1
KCNJ12,1,1,1,-1,-1,0,1,0,0,1,-1,-1,0,-1,0,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,1,1,1,0,2,0,0,-1,-1,0,0,-1,1,0,0,-1
KCNJ18,1,1,1,-1,-1,0,1,0,0,1,-1,-1,0,-1,0,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,1,1,1,0,2,0,0,-1,-1,0,0,-1,1,0,0,-1
KCNJ2,1,1,1,-1,2,1,1,2,0,1,1,-1,0,0,1,1,1,0,1,1,1,1,1,-1,1,1,0,1,2,-1,1,1,1,0,-1,0,1,1,1,1,1,0
KCNJ3,1,0,1,-1,0,-1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,-1,0,1,-1,0,1,0,-1,-1,0,-1,0,1,-1,0,1,1,1
KCNJ4,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,0,-1
KCNJ5,-1,-1,0,0,-1,0,-1,0,0,-1,-1,-2,0,0,0,1,-2,1,1,-1,-1,1,-1,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,1
KCNJ6,1,-1,0,0,-1,1,-1,0,0,0,-1,1,-1,1,-1,1,-1,0,1,-1,-1,1,1,1,-1,0,1,0,1,0,0,0,-1,0,1,0,0,0,0,-1,-1,-1
KCNMA1,2,1,1,0,1,1,1,1,0,1,1,-1,0,1,0,0,-1,0,0,0,1,1,1,1,1,2,-1,-1,-1,-1,0,-1,-1,0,-1,0,1,1,0,-1,-1,-1
KCNMB3,0,-1,0,0,1,1,-1,0,0,-1,1,1,-1,0,0,0,0,0,-1,1,0,1,1,0,-1,0,2,-1,0,1,1,1,1,0,1,0,0,2,1,1,1,1
KCNMB4,0,0,2,-1,1,1,-1,0,0,0,0,-1,0,0,0,1,2,-1,-1,1,1,0,0,1,-1,1,1,0,0,0,0,-1,1,1,-1,0,0,1,0,2,1,1
KDR,-1,-1,0,-1,0,-1,0,0,0,0,-1,-1,-1,0,0,-1,0,0,1,0,-1,0,0,-1,1,0,-1,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0
KIDINS220,1,1,1,-1,0,0,-1,0,0,1,0,1,0,0,0,1,-1,-1,1,1,1,1,-1,-1,-1,0,0,-1,-1,1,0,1,1,-1,-1,0,0,-1,0,0,1,-1
KIF3A,1,0,0,1,1,-1,-1,-1,0,1,0,-1,0,0,0,1,1,0,0,1,1,1,1,2,0,-1,0,-1,1,1,1,0,0,2,0,1,0,0,1,-1,-1,-1
KIF7,0,1,0,-1,0,0,1,-1,0,0,-1,-1,0,0,0,0,1,-1,-1,0,1,-1,-1,-1,-1,-1,1,0,0,1,-1,2,0,0,-1,0,0,-1,1,1,0,-1
KIT,-1,-1,0,-1,0,-1,0,0,0,0,-1,-1,-1,0,0,-1,0,0,2,0,-1,0,0,-1,1,0,-1,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0
KITLG,0,1,1,-1,1,1,-1,0,-2,0,0,-1,0,0,2,1,1,0,-1,1,1,0,0,-1,-1,1,1,0,0,0,0,-1,1,1,-1,0,0,1,0,-1,1,1
KLF2,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0,-1
KLF4,1,0,0,1,0,1,-1,0,0,-1,-1,-1,0,0,0,1,0,0,-1,0,1,0,-1,-1,1,0,-1,0,0,1,0,0,0,0,1,0,0,1,1,-1,-1,0
KRAS,0,0,2,0,1,1,1,0,-2,1,-1,-1,0,0,0,1,0,-1,-1,1,0,0,1,0,0,-1,1,1,0,0,0,1,1,2,-1,0,2,1,0,0,1,1
KRIT1,1,1,2,0,1,1,2,0,0,0,1,1,1,1,0,0,2,0,-1,1,1,1,0,2,-1,1,1,1,1,-2,1,1,1,-1,1,1,1,-1,0,1,1,2
KRT15,1,1,1,-1,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,1,1,-1,1,0,0,2,-1,0,-1,1,1,0,0,-1
KRT16,1,1,1,-1,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,1,1,-1,1,0,0,1,-1,0,-1,1,1,0,0,-1
KRT18,-1,0,1,-1,1,0,-1,-1,0,-1,0,-1,0,0,0,1,1,-1,-1,1,1,-1,0,0,-1,1,0,0,0,-1,-1,-1,0,0,-1,0,1,1,-1,-1,0,1
KRT19,1,1,1,-1,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,1,1,-1,1,0,0,2,-1,0,-1,1,1,0,0,-1
KRT24,1,1,1,-1,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,1,1,0,1,0,0,2,-1,0,0,1,1,0,0,-1
KRT32,1,1,1,-1,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,1,1,-1,1,0,0,2,-1,0,-1,1,1,0,0,-1
KRT9,1,1,1,-1,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,1,1,-1,1,0,0,2,-1,0,-1,1,1,0,0,-1
KSR1,1,1,1,-1,0,0,-1,0,0,1,0,-1,0,0,0,1,-1,0,-1,0,1,-1,1,-1,-1,-1,0,1,1,0,-1,0,0,-1,-1,0,0,1,1,0,0,-1
KSR2,-1,0,1,-1,1,0,-1,0,0,-1,0,-1,0,0,1,1,-1,0,-1,1,2,-1,0,-1,1,1,0,-1,0,0,-1,0,1,0,-1,0,0,1,0,2,0,1
LAMA1,-1,-1,0,0,1,1,-1,0,0,1,0,1,-1,1,-1,-1,-1,0,1,-1,0,1,1,-1,1,1,1,1,0,-1,0,-1,-1,0,-1,0,0,-1,1,-1,-1,0
LAMA2,-1,-1,0,1,-1,-1,1,0,0,-1,-2,-1,-1,0,0,0,-1,-1,1,0,0,0,0,-1,-1,0,-1,1,0,0,0,0,-1,1,0,0,1,-1,0,-1,-1,0
LAMA3,-1,-1,0,0,-1,1,0,0,0,-1,0,1,-1,1,2,0,1,0,-1,-1,0,0,-1,-1,-1,0,1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1
LAMA4,-1,-1,0,1,-1,-1,0,0,2,-1,-1,-1,-1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,0,-1,1,0,0,0,0,-1,0,0,0,1,-1,0,-1,-1,-1
LAMA5,1,-1,0,1,1,-1,1,-1,0,-1,1,1,1,0,1,1,-1,1,-1,2,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
LAMB1,1,1,2,0,1,0,1,0,0,0,1,1,1,1,0,0,2,0,0,1,1,1,1,2,-1,1,2,1,1,0,1,1,1,-1,1,1,1,-1,0,1,1,1
LAMB2,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,1,-1,-1,0,0,-2,0,-1,-1,-1,-1,-1,-1,1,0,0,1,0,1,1,-1,1,-1,0,0,-1,-1,-1,-1,-1,1
LAMB3,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,-1,0,1,0,1,1,0,-1,-1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,-1
LAMC1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,2,-1,-2,1,1,0,1,0,0,0,2,0,1,0,1,1,0,1,-1
LAMC2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,2,-1,-2,1,1,0,1,0,0,0,2,0,1,0,1,1,0,1,-1
LAMC3,0,-1,-1,1,-1,0,-1,-1,0,-1,-1,-1,0,1,0,1,-1,0,0,-1,1,-1,-1,-1,1,0,1,-1,0,1,-1,-1,0,0,1,0,-1,1,1,-1,-1,-1
LAMTOR2,1,-1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,1,-1,0,1,1,0,1,0,0,0,-1,0,1,0,1,1,-1,0,-1
LAT,1,0,1,-1,0,-1,-1,0,0,-1,-1,-1,0,0,0,0,1,-1,-1,-1,1,0,-1,1,-1,-1,1,-1,1,1,-1,1,-1,0,-1,0,0,0,-1,-1,-1,1
LATS1,-1,-1,0,1,-1,-1,0,0,0,-1,-1,-1,-1,1,0,0,-1,-1,0,1,0,0,-1,-1,-1,0,-1,1,0,0,0,0,-1,0,0,0,0,-1,0,-1,-1,-1
LATS2,-1,-1,-2,1,1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,0,-1,-1,0,1,-1,0
LCK,-1,-1,-1,1,-1,-1,-1,-1,0,-1,0,1,0,1,0,0,-1,-1,1,-1,-1,1,-1,0,-1,0,1,1,0,1,0,1,-1,0,0,0,-1,-1,1,1,0,-1
LCN2,0,-1,-1,1,-1,0,-1,-1,0,-1,-1,-1,0,1,0,1,-1,0,0,-1,1,-1,-1,-1,-1,0,1,-1,0,1,-1,-1,0,0,1,0,-1,1,1,-1,-1,-1
LDHA,1,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,0,1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,0,0,1,0,2,-1,0,1,-1,0,-1,-1,1
LDHAL6A,1,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,0,1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,0,0,1,0,0,-1,0,1,-1,0,-1,-1,1
LDHB,0,1,2,0,1,-1,1,0,0,1,-1,-1,0,-1,0,1,0,-1,-1,1,0,0,1,0,0,-1,1,1,0,0,0,-1,1,-1,-1,0,1,1,0,1,1,1
LDHC,1,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,0,1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,0,0,1,0,2,-1,0,1,-1,0,-1,-1,1
LEF1,0,-1,0,-1,0,-1,1,0,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,0,-1,-1,0
LEP,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,-1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,1,1,1,1
LEPR,0,-1,0,1,0,-1,0,0,0,0,0,1,0,0,0,0,-1,-1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,-1,0,1,0,0,-1,1,1,1,0
LFNG,1,-1,1,1,0,0,2,0,0,-1,1,1,1,0,0,0,0,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,-1,1,1
LGR4,1,1,0,-1,0,-1,1,0,0,0,-1,-1,-1,0,0,2,-1,0,2,-1,0,1,1,-1,-1,1,-1,2,-1,0,0,-1,0,1,-1,0,1,1,1,-1,0,1
LGR5,0,1,2,-1,1,1,-1,0,0,0,0,-1,0,0,0,1,2,-1,-1,1,1,0,1,1,-1,1,1,0,0,0,0,-1,1,1,-1,0,1,1,0,-1,1,2
LGR6,1,0,1,1,1,0,1,-1,0,-1,1,0,0,1,-1,0,2,0,1,0,1,1,1,1,-1,-2,1,1,0,1,0,0,0,-1,0,1,-1,1,1,-1,0,-1
LHB,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0,-1
LHCGR,1,1,1,-1,0,0,-1,0,0,1,0,1,0,0,0,1,-1,-1,1,1,1,1,0,0,-1,0,0,1,0,-1,0,1,1,0,-1,0,0,-1,0,1,1,-1
LIF,-1,-1,0,-1,-1,-1,0,0,0,-1,-1,1,0,-1,0,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,0,-1,1,0,-1,1,1,0,-1,0,-1,-1,-1,-1,1,-1
LIFR,1,0,0,1,1,2,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,-1,0,1,0,1,1,1,1,1,-1,1,-1
LILRA4,1,1,-1,-1,-1,-1,0,0,0,-1,1,0,0,0,0,-1,-1,0,-1,-1,-1,-1,1,2,-1,1,0,0,1,1,-1,1,-1,0,0,0,0,-1,0,1,1,-1
LILRA6,1,1,-1,-1,-1,-1,0,0,0,-1,1,0,0,0,0,-1,-1,0,-1,-1,-1,-1,1,2,-1,1,0,0,1,1,-1,1,-1,0,0,0,0,-1,0,1,1,-1
LILRB4,1,1,-1,-1,-1,-1,0,0,0,-1,1,0,0,0,0,-1,-1,0,-1,-1,-1,-1,1,2,-1,1,0,0,1,1,-1,1,-1,0,0,0,0,-1,0,1,1,-1
LIMD1,-1,-1,0,0,-1,-1,-1,0,0,0,0,1,-1,1,0,0,-1,0,-1,-1,-1,0,0,-1,1,1,0,1,0,0,1,0,1,-1,0,0,0,0,0,-1,-1,1
LLGL1,0,1,1,1,-1,0,-1,-1,0,1,-1,1,0,-1,0,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,1,1,0,0,-1,-1,0,-1,-1,0,0,-1,1,-1,0,-1
LLGL2,1,1,1,-1,1,0,1,1,0,1,1,-1,0,0,-1,1,-1,0,1,0,1,1,0,-1,1,1,0,1,1,-1,1,0,1,0,-1,0,1,1,1,-1,0,-1
LPAR1,1,0,0,1,0,1,-1,0,0,-1,-1,-1,0,0,0,1,0,0,-1,-1,1,0,-1,-1,1,0,-1,0,0,1,0,0,0,0,1,0,0,1,1,-1,-1,0
LPAR2,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0,-1
LPAR3,-1,-1,0,1,-1,-1,1,0,0,-1,1,1,0,0,0,0,-1,1,1,0,0,1,0,1,1,1,-1,1,0,1,0,1,-1,-1,1,0,0,-1,1,0,-1,0
LPAR5,-1,0,1,0,1,-1,0,0,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,0,1,0,0,0,-1,0,-1,-1,0,1,-2,0,-1,0,1
LPIN1,1,1,1,-1,0,0,-1,0,0,1,0,1,0,0,0,1,-1,-1,1,1,1,1,-1,-1,-1,0,0,-1,-1,1,0,1,1,-1,-1,0,-1,-1,0,0,1,-1
LPIN2,-1,-1,0,0,1,1,-1,0,0,1,0,1,-1,1,-1,0,1,0,1,1,0,1,1,-1,-1,1,1,0,0,-1,0,-1,-1,0,-1,0,0,-2,1,-1,-1,0
LRP2,1,0,1,-1,0,-1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,-1,0,0,-1,0,1,0,1,-1,0,-1,0,1,-1,0,1,1,-1
LRP5,-1,0,0,-1,0,0,2,-1,0,-1,1,1,0,0,0,1,1,1,1,2,-1,1,-1,0,1,1,1,1,-1,-1,-1,1,-1,2,-1,0,1,1,-1,-1,-1,1
LRP6,-1,0,1,0,1,-1,0,0,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,0,0,0,0,-1,0,1,0,0,0,-1,0,-1,-1,0,1,-2,0,0,0,1
LSP1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,1,-2,-1,-1,-1,-1,1,-1,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1,1
LTA,-1,-1,-1,1,-1,0,-2,-2,0,0,-1,1,-1,1,-1,1,-1,1,1,0,-1,1,-1,1,1,0,1,1,0,1,0,-1,-1,0,0,1,0,0,-1,-1,-1,-2
LTB4R2,-1,-1,0,-1,-1,-1,-1,0,0,0,1,-1,0,-1,0,0,-1,0,-1,1,1,-1,0,-1,1,1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,-1,-1,-1,0,-1
LTBP1,1,1,1,-1,0,1,-1,0,0,1,0,1,0,0,0,1,0,-1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,-1,0,0,-1,0,1,1,-1
LTBR,-1,0,1,0,1,-1,0,0,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,0,1,0,0,0,-1,0,-1,-1,0,1,-2,0,-1,0,1
LYN,1,0,0,1,1,1,-2,0,0,1,1,1,1,0,0,1,0,-1,-1,1,0,0,1,1,-1,-1,-1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0
MAGI1,-1,-1,0,0,-1,-1,-1,0,0,0,0,1,-1,-1,0,0,-1,0,-1,-1,0,0,0,1,1,-2,0,-1,0,-1,1,2,1,-1,1,0,0,-1,0,2,1,1
MAGI2,2,1,2,1,-1,1,2,2,0,0,2,1,1,1,1,0,2,0,-1,1,1,1,1,1,-1,1,1,1,2,-2,1,-1,1,-1,1,1,1,1,0,-2,2,2
MAGI3,-1,-1,0,1,0,-1,0,0,0,-1,1,1,0,1,0,-1,2,1,1,0,-1,1,1,-1,1,1,-1,1,0,1,2,1,-1,0,0,0,0,-1,1,1,1,-1
MALT1,-1,-1,0,0,-1,-1,0,0,0,-1,0,1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,1,-1,0,-1,-1,-1,-1,0,-1,0,-2,-1,-1,-1,-1,-1
MAML1,1,0,0,1,1,-1,1,0,0,1,0,-1,0,0,0,1,1,0,1,1,1,1,1,2,1,-1,0,1,1,1,1,1,-1,0,0,1,0,0,1,-1,-1,-1
MAML2,-1,-1,0,0,-1,0,1,0,0,-1,-1,1,0,0,0,1,-1,1,1,-1,0,1,-1,2,1,1,0,1,0,-1,-1,-1,-1,0,-1,0,1,1,-1,1,0,1
MAP2K1,-1,1,-1,-1,-1,0,1,-1,0,-1,-1,-1,0,0,0,0,1,-1,-1,0,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,-1,0,0,-1,0,0,0,1,0,-1,-1
MAP2K2,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1
MAP2K3,1,1,1,-1,-1,0,1,0,0,1,-1,-1,0,-1,0,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,1,1,1,0,2,0,0,-1,-1,0,0,-1,1,0,0,-1
MAP2K4,1,1,1,1,-1,1,0,0,0,1,-1,1,0,-1,0,0,0,0,-1,-1,1,0,1,-1,-1,-1,-1,1,0,0,-1,0,1,-1,-1,0,-2,-1,1,1,1,0
MAP2K5,-1,1,-1,-1,-1,0,1,0,0,-1,-1,-1,0,0,0,0,1,-1,-1,0,1,-1,-1,-1,-1,-1,1,0,0,1,-1,-1,0,0,-1,0,0,0,1,1,-1,-1
MAP2K6,1,1,1,-1,2,1,1,2,0,1,1,-1,0,0,0,1,1,0,1,1,1,1,1,-1,1,1,0,1,2,-1,1,1,1,0,-1,0,1,1,1,1,1,0
MAP2K7,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,1,0,0,1,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,0,-1
MAP3K1,1,1,0,1,1,0,-1,0,0,-1,-1,1,0,0,0,1,0,0,-1,-1,1,1,0,-1,1,-1,1,0,1,-1,0,1,1,0,0,1,1,1,1,0,0,0
MAP3K11,-1,0,0,-1,0,0,-1,-1,0,1,0,1,0,0,0,1,1,1,1,-1,-1,1,0,0,1,1,1,1,0,-1,-1,-1,-1,2,-1,0,1,1,-1,-1,-1,1
MAP3K12,-1,0,1,-1,1,0,-1,-1,0,-1,0,-1,0,0,0,1,1,-1,-1,1,1,1,0,0,1,1,0,0,0,-1,-1,-1,0,0,-1,0,1,1,-1,0,0,1
MAP3K13,-1,-1,0,0,1,1,-1,0,0,-1,1,1,-1,0,0,0,0,0,-1,1,-1,1,1,0,-1,0,1,-1,0,1,1,1,1,0,1,0,1,2,1,1,1,1
MAP3K14,1,1,1,-1,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,1,2,1,1,0,1,1,-1,1,0,0,1,-1,0,-1,1,1,0,0,-1
MAP3K3,1,1,1,-1,2,0,1,2,0,1,1,-1,0,0,0,1,1,0,-1,0,1,1,0,-1,1,1,0,1,1,1,1,1,1,0,-1,0,1,1,1,1,1,-1
MAP3K4,-1,-1,0,1,-1,-1,1,0,0,-1,-1,-1,-1,1,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,-1,1,0,-2,0,0,-1,1,0,0,-1,-1,0,-1,-1,-1
MAP3K5,-1,-1,0,1,-1,-1,0,0,0,-1,-1,-1,-1,1,0,0,-1,-1,1,2,0,0,0,-1,-1,0,-1,-1,0,0,0,0,-1,0,0,0,1,-1,0,-1,-1,-1
MAP3K6,-1,-1,-1,1,-1,-1,-1,-1,0,-1,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,0,1,0,1,-1,0,0,0,-1,-1,1,1,0,-1
MAP3K7,-1,-1,0,1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,-1,1,-1,0,0,0,0,-1,0,-1,1,0,1,0,0,-1,1,1,0,0,-1,0,-1,-1,0
MAP3K8,1,0,0,0,0,-1,1,0,2,-1,1,-1,0,0,0,0,0,0,-1,0,-1,1,-1,1,-1,-2,0,-1,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1
MAP4K2,-1,0,0,-1,0,0,-1,-1,0,1,0,1,0,0,0,1,-1,1,1,-1,-1,1,-1,0,1,1,1,1,1,-1,-1,-1,-1,2,-1,0,1,1,-1,-1,-1,1
MAP4K3,1,1,1,-1,0,0,-1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,-1,0,0,1,0,-1,0,1,1,0,-1,0,0,-1,0,1,1,-1
MAP4K4,1,0,1,1,0,-1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,-1,0,-1,0,0,-1,0,1,1,-1
MAPK1,-1,-1,-1,-1,-1,1,2,-1,0,1,0,1,0,1,0,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,-2,-1,0,-1,-1,1,1,0,-1,0,-1,-1,-1,-1,0,-1
MAPK11,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,0,-1,0,-1,-1,-1,-1,0,-1
MAPK12,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,0,-1,0,-1,-1,-1,-1,0,-1
MAPK13,-1,-1,0,1,-1,0,-1,-1,0,1,-1,1,-1,1,0,1,1,2,1,-1,-1,2,-1,1,-1,0,0,1,0,1,0,-1,-1,0,0,0,0,0,-1,0,-1,-1
MAPK14,-1,-1,0,1,-1,0,-1,-1,0,1,-1,1,-1,1,0,1,1,2,1,-1,-1,2,-1,1,-1,0,0,1,0,1,0,-1,-1,0,0,0,0,0,-1,2,-1,-1
MAPK15,1,1,-1,1,1,0,-1,1,0,1,1,2,1,0,1,2,0,0,-1,2,-1,1,-1,2,2,1,-1,1,0,1,-1,0,1,0,0,0,-1,1,-1,0,0,1
MAPK3,1,0,1,-1,0,-1,-1,0,0,-1,-1,-1,0,0,0,0,1,-1,-1,-1,1,0,-1,1,-1,-1,1,-1,1,1,-1,1,-1,0,-1,0,0,0,-1,-1,-1,1
MAPK4,-1,-1,0,0,-1,-1,0,0,0,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,1,-1,0,-1,0,-1,-1,0,-1,0,-2,-1,-1,-1,-1,-1
MAPK6,0,1,0,-1,0,1,1,0,0,-1,-1,-1,0,0,0,0,2,-1,-1,0,1,0,0,-1,-1,-1,2,0,0,1,0,-1,0,0,-1,0,0,0,1,1,0,-2
MAPK7,0,1,1,1,-1,0,-1,0,0,1,-1,1,0,-1,0,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,0,0,2,0,0,-1,-1,0,0,1,1,0,0,-1
MAPK8,0,0,1,-1,-1,0,0,-1,0,-1,0,-1,0,1,0,-1,-1,0,0,0,1,1,0,1,0,1,-1,-1,-1,-1,0,-1,-1,0,-1,0,1,1,-1,-2,-1,-1
MAPK8IP1,1,0,0,0,0,-1,-1,0,0,0,-1,-1,-1,0,0,1,1,0,1,-1,-1,1,1,-1,-1,1,-1,1,0,-1,-1,1,0,0,-1,0,1,1,1,-1,-1,1
MAPK8IP2,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,0,-1,0,-1,-1,-1,-1,0,-1
MAPK8IP3,1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,1
MAPK9,1,0,0,1,1,-1,1,0,0,1,0,-1,0,0,0,1,1,0,1,1,1,1,1,2,1,-1,0,1,1,1,1,1,-1,0,0,1,0,0,1,-1,-1,-1
